22	Noyer Says Stronger Euro Creates Unwarranted Pressure on Economy	http://www.sfgate.com/business/bloomberg/article/Noyer-Says-Stronger-Euro-Creates-Unwarranted-5303368.php	San Francisco Chronicle	b	dPhGU51DcrolUIMxbRm0InaHGA2XM	www.sfgate.com	1394470503543
23	Bad loan triggers key feature in ECB bank test announcement: sources	http://www.globalpost.com/dispatch/news/thomson-reuters/140310/bad-loan-triggers-key-feature-ecb-bank-test-announcement-source	GlobalPost	b	dPhGU51DcrolUIMxbRm0InaHGA2XM	www.globalpost.com	1394470503726
24	China's trade deficit and structural worries in Europe, among the main issues	http://www.fxstreet.com/analysis/strategic-currency-briefing/2014/03/10/	FXstreet.com	b	dPhGU51DcrolUIMxbRm0InaHGA2XM	www.fxstreet.com	1394470503887
25	10 Things You Need To Know This Morning	http://www.businessinsider.com/opening-bell-monday-10-2014-3	Business Insider	b	dPhGU51DcrolUIMxbRm0InaHGA2XM	www.businessinsider.com	1394470504080
99	'Titanfall' Release Date Nears: Twitter Predicts It Will Outsell 'Battlefield 4', Will  ...	http://www.ibtimes.com/titanfall-release-date-nears-twitter-predicts-it-will-outsell-battlefield-4-will-compete-call-duty	International Business Times	t	dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM	www.ibtimes.com	1394493719773
1000	Buy Titanfall And 12 Month Xbox Live Membership At Target And Save $30	http://www.justpushstart.com/2014/03/buy-titanfall-12-month-xbox-live-membership-target-save-30/	Just Push Start	t	dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM	www.justpushstart.com	1394493720128
1001	Titanfall Launch Party - Toronto	http://www.gamefocus.ca/news/titanfall-launch-party-toronto-41577.php	GameFocus	t	dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM	www.gamefocus.ca	1394493722453
1002	Insider: Microsoft can't and won't sell Xbox One without Kinect in the near future	http://bgr.com/2014/03/10/xbox-one-kinect-bundle-mandatory-insider/	BGR	t	dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM	bgr.com	1394493722587
1003	Titanfall On Xbox One Struggles with Framerate Despite 792p Resolution	http://www.craveonline.com/gaming/articles/657503-titanfall-on-xbox-one-struggles-with-framerate-despite-792p-resolution	Crave Online	t	dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM	www.craveonline.com	1394493722756
1004	Titanfall live-action adaptation coming	http://www.polygon.com/2014/3/9/5489544/titanfall-live-action-adaptation-coming	Polygon	t	dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM	www.polygon.com	1394493722899
1005	Titanfall Launches at 792p on Xbox One	http://www.ign.com/articles/2014/03/10/titanfall-launches-at-792p-on-xbox-one	IGN	t	dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM	www.ign.com	1394493723075
1006	High-Res Hopes: Titanfall Could Hit 1080p with a Patch	http://time.com/18504/high-res-hopes-titanfall-could-hit-1080p-with-a-patch/	TIME	t	dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM	time.com	1394493723294
1007	Games Inbox: Arkham Knight 360, Football Manager 2014 Vita, and Titanfall	http://metro.co.uk/2014/03/10/games-inbox-arkham-knight-360-football-manager-2014-vita-and-titanfall-4514895/	Metro	t	dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM	metro.co.uk	1394493723495
1008	Titanfall reviews bring positivity prior to upcoming launch	http://www.product-reviews.net/2014/03/10/titanfall-reviews-bring-positivity-prior-to-upcoming-launch/	Product Reviews	t	dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM	www.product-reviews.net	1394493723671
1009	Addicted to 'Titanfall'	http://technology.canoe.ca/Gaming/Reviews/2014/03/10/21524041.html	CANOE	t	dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM	technology.canoe.ca	1394493723823
1010	Titanfall review: Multiplayer first-person shooter will get you addicted	http://www.torontosun.com/2014/03/10/titanfall-review	Toronto Sun	t	dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM	www.torontosun.com	1394493724024
1011	Titanfall: Gameplay basics, release date, DLC and everything else you need to  ...	http://www.independent.co.uk/life-style/gadgets-and-tech/titanfall-gameplay-basics-release-date-dlc-and-everything-else-you-need-to-know-9182407.html	The Independent	t	dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM	www.independent.co.uk	1394493724276
1012	Microsoft places big bet on Titanfall and Xbox One	http://www.csmonitor.com/Innovation/2014/0310/Microsoft-places-big-bet-on-Titanfall-and-Xbox-One	Christian Science Monitor	t	dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM	www.csmonitor.com	1394493724477
1013	Titanfall early review round-up	http://www.slashgear.com/titanfall-early-review-round-up-10320120/	SlashGear	t	dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM	www.slashgear.com	1394493724654
1014	Titanfall Review Round-Up: SimCity And Battlefield 4 Taught Reviewers A Lesson	http://www.cinemablend.com/games/Titanfall-Review-Round-Up-SimCity-Battlefield-4-Taught-Reviewers-Lesson-62704.html	Cinema Blend	t	dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM	www.cinemablend.com	1394493724871
1015	Titanfall Will Run In 792p On The Xbox One	http://hapticfeed.com/gaming/2014/3/10/titanfall-will-run-in-792p-on-the-xbox-one	Haptic	t	dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM	hapticfeed.com	1394493725048
1016	Titanfall Xbox One Resolution: Titanfall on Xbox One Resolution is 792p, "likely  ...	http://www.gamenguide.com/articles/9786/20140310/titanfall-xbox-one-resolution-792p-increase-update.htm	Gamenguide	t	dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM	www.gamenguide.com	1394493725200
1017	'Titanfall' Release Date Is Tuesday: Physical Copies Require Day One Update	http://www.ibtimes.com/titanfall-release-date-tuesday-physical-copies-require-day-one-update-1560421	International Business Times	t	dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM	www.ibtimes.com	1394493725418
1018	Early UK Titanfall players won't be banned... probably	http://www.mcvuk.com/news/read/early-uk-titanfall-players-won-t-be-banned-probably/0129341	MCV	t	dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM	www.mcvuk.com	1394493725619
1019	How to Level Up Quickly in Titanfall	http://www.gamespot.com/videos/how-to-level-up-quickly-in-titanfall/2300-6417573/	GameSpot	t	dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM	www.gamespot.com	1394493725770
1020	Titanfall - Capture the Flag Triple Threat	http://www.gamespot.com/videos/titanfall-capture-the-flag-triple-threat/2300-6417586/	GameSpot	t	dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM	www.gamespot.com	1394493725971
1021	Titanfall Xbox One May Be Bumped Up To 1080p With A Patch	http://www.explosion.com/54343/titanfall-xbox-one-may-bumped-1080p-patch/	Explosion	t	dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM	www.explosion.com	1394493726191
1022	Respawn uses Microsoft's Azure cloud servers to make Titanfall smarter	http://www.pocket-lint.com/news/127794-respawn-uses-microsoft-s-azure-cloud-servers-to-make-titanfall-smarter	Pocket-lint.com	t	dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM	www.pocket-lint.com	1394493726400
1023	Titanfall Resolution May Be Boosted With Post-Launch Patch	http://www.escapistmagazine.com/news/view/132795-Titanfall-Resolution-May-Be-Boosted-With-Post-Launch-Patch	The Escapist	t	dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM	www.escapistmagazine.com	1394493726560
2194	Disgraceful: Zimmerman Signs Autographs at Gun Show	http://www.ringoffireradio.com/2014/03/disgraceful-zimmerman-signs-autographs-gun-show/	Ring of Fire	e	d7RBEwyH92gFSrMjpl764nNfewB0M	www.ringoffireradio.com	1394517158818
2195	See What George Zimmerman Is Doing For Money Now	http://politix.topix.com/news/10863-see-what-george-zimmerman-is-doing-for-money-now	Politix	e	d7RBEwyH92gFSrMjpl764nNfewB0M	politix.topix.com	1394517158971
2196	George Zimmerman signs fan autographs as 'guest of honour' at gun show in  ...	http://www.independent.co.uk/news/people/news/george-zimmerman-signs-fan-autographs-as-guest-of-honour-at-gun-show-in-florida-9181719.html	The Independent	e	d7RBEwyH92gFSrMjpl764nNfewB0M	www.independent.co.uk	1394517159247
2197	George Zimmerman Was the Celebrity Guest at a Florida Gun Show	http://nymag.com/daily/intelligencer/2014/03/george-zimmerman-was-gun-shows-celebrity-guest.html	New York Magazine	e	d7RBEwyH92gFSrMjpl764nNfewB0M	nymag.com	1394517159474
2198	George Zimmerman Was the "Guest of Honor" at a Florida Gun Show	http://gawker.com/george-zimmerman-was-the-guest-of-honor-at-a-florida-1540376030	Gawker	e	d7RBEwyH92gFSrMjpl764nNfewB0M	gawker.com	1394517159667
2199	Zimmerman signs autographs at gun show	http://www.whas11.com/news/national/Zimmerman-signs-autographs-at-gun-show-249283321.html	WHAS 11.com \(subscription\)	e	d7RBEwyH92gFSrMjpl764nNfewB0M	www.whas11.com	1394517159843
2200	George Zimmerman is 'guest of honor' at Florida gun show	http://www.upi.com/Odd_News/2014/03/10/George-Zimmerman-is-guest-of-honor-at-Florida-gun-show/1801394457033/	UPI.com	e	d7RBEwyH92gFSrMjpl764nNfewB0M	www.upi.com	1394517160054
2201	Man Who Got Away With Murder Signs Autographs at Gun Show	http://hypervocal.com/news/2014/zimmerman-gun-show/	HyperVocal	e	d7RBEwyH92gFSrMjpl764nNfewB0M	hypervocal.com	1394517160487
2202	Infamous George Zimmerman signs autographs at The Arms Room on Saturday	http://www.examiner.com/article/infamous-george-zimmerman-signs-autographs-at-the-arms-room-on-saturday\?cid=rss	Examiner.com	e	d7RBEwyH92gFSrMjpl764nNfewB0M	www.examiner.com	1394517160638
2203	George Zimmerman Was the 'Special Guest' at a Florida Gun Show	http://www.thewire.com/national/2014/03/george-zimmerman-was-special-guest-florida-gun-show/358975/	The Wire	e	d7RBEwyH92gFSrMjpl764nNfewB0M	www.thewire.com	1394517160841
2204	George Zimmerman appearance at Florida gun show draws blanks	http://www.rawstory.com/rs/2014/03/09/george-zimmerman-appearance-at-florida-gun-show-draws-blanks/	Raw Story	e	d7RBEwyH92gFSrMjpl764nNfewB0M	www.rawstory.com	1394517161092
2205	George Zimmerman interviewed at Orlando gun shop	http://www.orlandosentinel.com/news/local/trayvon-martin/os-george-zimmerman-interview-fox-20140308,0,4473523.story	Orlando Sentinel	e	d7RBEwyH92gFSrMjpl764nNfewB0M	www.orlandosentinel.com	1394517161336
2206	Exclusive: George Zimmerman speaks with Fox 35 News	http://www.myfoxorlando.com/story/24923386/george-zimmerman-speaks-with-fox-35-news	MyFoxOrlando.com	e	d7RBEwyH92gFSrMjpl764nNfewB0M	www.myfoxorlando.com	1394517161520
2207	Zimmerman a factor in moving gun show?	http://www.kcra.com/national/Zimmerman-a-factor-in-moving-gun-show/24865154	KCRA Sacramento	e	d7RBEwyH92gFSrMjpl764nNfewB0M	www.kcra.com	1394517161687
2208	Orlando gun show canceled after GEORGE ZIMMERMAN was named as  ...	http://www.dailymail.co.uk/news/article-2575787/Orlando-gun-canceled-GEORGE-ZIMMERMAN-named-featured-guest.html	Daily Mail	e	d7RBEwyH92gFSrMjpl764nNfewB0M	www.dailymail.co.uk	1394517161931
2209	New Game Of Thrones Trailer: Daenerys Has Massive Dragons, Sansa Gets Teary	http://www.thehothits.com/news/45325/new-game-of-thrones-trailer:-daenerys-has-massive-dragons,-sansa-gets-teary	The Hot Hits	e	doklLt-bdL5ggOMQ_e6SbdaJYJr5M	www.thehothits.com	1394519934816
2210	New Trailer of 'Game of Thrones' Promises Spectacular Season 4 Released  ...	http://au.ibtimes.com/articles/542678/20140311/game-thrones-trailer-hbo-series-action-cgi.htm	International Business Times AU	e	doklLt-bdL5ggOMQ_e6SbdaJYJr5M	au.ibtimes.com	1394519934995
2211	'Game Of Thrones': New Season 4 Trailer Debuts	http://ph.celebrity.yahoo.com/news/game-thrones-season-4-trailer-debuts-133146409.html	Yahoo Philippines News	e	doklLt-bdL5ggOMQ_e6SbdaJYJr5M	ph.celebrity.yahoo.com	1394519935214
2212	Game of Thrones season 4 trailer promises vengeance and justice	http://metro.co.uk/2014/03/10/game-of-thrones-season-4-trailer-promises-vengeance-and-justice-4508354/	Metro	e	doklLt-bdL5ggOMQ_e6SbdaJYJr5M	metro.co.uk	1394519935374
2213	'Game of Thrones': Catch up with the characters via this season four trailer (+video)	http://www.csmonitor.com/Books/chapter-and-verse/2014/0310/Game-of-Thrones-Catch-up-with-the-characters-via-this-season-four-trailer-video	Christian Science Monitor	e	doklLt-bdL5ggOMQ_e6SbdaJYJr5M	www.csmonitor.com	1394519935558
2214	Game of Thrones Season 4 Spoilers, Rumors and News: Trailer Video Sparks  ...	http://www.breathecast.com/articles/game-of-thrones-season-4-spoilers-update-new-trailer-sparks-question-who-will-obtain-vengeance-in-this-new-chapter-14473/	BREATHEcast	e	doklLt-bdL5ggOMQ_e6SbdaJYJr5M	www.breathecast.com	1394519935751
2215	HBO Unveils New Season 4 "Game of Thrones" Trailer: Watch Here!	http://emag.co.uk/hbo-unveils-new-season-4-game-of-thrones-trailer-watch-here/79502	Emag.co.uk	e	doklLt-bdL5ggOMQ_e6SbdaJYJr5M	emag.co.uk	1394519935977
2216	'Game of Thrones' Season 4 Trailer: “What Good Is Power If You Cannot Protect  ...	http://www.tvequals.com/2014/03/10/game-of-thrones-season-4-trailer-what-good-is-power-if-you-cannot-protect-the-ones-you-love/	TV Equals	e	doklLt-bdL5ggOMQ_e6SbdaJYJr5M	www.tvequals.com	1394519936154
2217	Game of Thrones intensifies in latest season 4 trailer - watch	http://www.digitalspy.com/tv/s151/game-of-thrones/news/a556434/game-of-thrones-intensifies-in-latest-season-4-trailer-watch.html	Digital Spy	e	doklLt-bdL5ggOMQ_e6SbdaJYJr5M	www.digitalspy.com	1394519936314
2218	Fourth Trailer For 'Game Of Thrones' Season Four Is Released (Watch It!	http://www.starpulse.com/news/Kevin_Blair/2014/03/10/fourth_trailer_for_game_of_thrones_sea	Starpulse.com	e	doklLt-bdL5ggOMQ_e6SbdaJYJr5M	www.starpulse.com	1394519936500
984	Researchers have developed blood test for Alzheimer's	http://fox6now.com/2014/03/09/researchers-have-developed-blood-test-for-alzheimers/	fox6now.com	m	dnuqTnSa8PD8XdMB6uQwsXuJ9B11M	fox6now.com	1394621224711
7985	New Blood Test Predicts Risk of Alzheimer's, Mild Dementia	http://www.healthcanal.com/brain-nerves/brain-diseases/alzheimer%E2%80%99s/48475-new-blood-test-predicts-risk-of-alzheimer%E2%80%99s,-mild-dementia.html	HealthCanal.com	m	dnuqTnSa8PD8XdMB6uQwsXuJ9B11M	www.healthcanal.com	1394621225102
7986	Blood test offers hope for earlier diagnosis of Alzheimer's disease	http://www.yorkshirepost.co.uk/news/main-topics/general-news/blood-test-offers-hope-for-earlier-diagnosis-of-alzheimer-s-disease-1-6487337	Yorkshire Post	m	dnuqTnSa8PD8XdMB6uQwsXuJ9B11M	www.yorkshirepost.co.uk	1394621225261
7987	Researchers Develop Blood Test To Predict Alzheimer's Disease	http://www.wibw.com/home/headlines/Researchers-Develop-Blood-Test-To-Predict-Alzheimers-Disease--249204561.html\?ref=561	WIBW	m	dnuqTnSa8PD8XdMB6uQwsXuJ9B11M	www.wibw.com	1394621225430
7988	Senior Citizens May Soon Have Blood Test to Predict Alzheimer's Risk with 90  ...	http://www.seniorjournal.com/NEWS/Alzheimers/2014/20140309_Senior_Citizens_May_Soon_Have_Blood_Test_to_Predict_Alzheimers_Risk_with_90%25_Accuracy.htm	SeniorJournal.com	m	dnuqTnSa8PD8XdMB6uQwsXuJ9B11M	www.seniorjournal.com	1394621225614
7989	Blood test could detect early signs of dementia, scientists say	http://www.theguardian.com/science/2014/mar/09/blood-test-could-detect-early-signs-dementia	The Guardian	m	dnuqTnSa8PD8XdMB6uQwsXuJ9B11M	www.theguardian.com	1394621225901
7990	Alzheimer's: new test is 'major step forward'	http://www.independent.ie/irish-news/health/alzheimers-new-test-is-major-step-forward-30076688.html	Irish Independent	m	dnuqTnSa8PD8XdMB6uQwsXuJ9B11M	www.independent.ie	1394621226109
7991	Blood Test Might Predict Who Will Develop Alzheimer's	http://www.wrcbtv.com/story/24926094/blood-test-might-predict-who-will-develop-alzheimers	WRCB-TV	m	dnuqTnSa8PD8XdMB6uQwsXuJ9B11M	www.wrcbtv.com	1394621226336
7992	Researchers find way to predict Alzheimer's disease: report	http://www.nydailynews.com/life-style/health/researchers-find-predict-alzheimer-disease-report-article-1.1715925	New York Daily News	m	dnuqTnSa8PD8XdMB6uQwsXuJ9B11M	www.nydailynews.com	1394621226532
7993	US gene mapping study shows promise, challenges	http://www.rdmag.com/news/2014/03/us-gene-mapping-study-shows-promise-challenges	R \& D Magazine	m	d4iUFXyvNGjXWAMkIvMmmtHzTL65M	www.rdmag.com	1394625564342
7994	Whole Genome Sequencing 'Not Ready for Widespread Clinical Use'	http://www.tasnimnews.com/English/Home/Single/311118	Tasnim News Agency	m	d4iUFXyvNGjXWAMkIvMmmtHzTL65M	www.tasnimnews.com	1394625564655
7995	Whole-genome sequencing for clinical use faces many challenges, study findS	http://www.healthcanal.com/genetics-birth-defects/48581-whole-genome-sequencing-for-clinical-use-faces-many-challenges-study-finds.html	HealthCanal.com	m	d4iUFXyvNGjXWAMkIvMmmtHzTL65M	www.healthcanal.com	1394625564815
7996	Gene mapping shows promise, challenges	http://www.iol.co.za/scitech/science/news/gene-mapping-shows-promise-challenges-1.1659898	Independent Online	m	d4iUFXyvNGjXWAMkIvMmmtHzTL65M	www.iol.co.za	1394625565025
7997	Gene mapping study shows promise, challenges	http://www.bradfordera.com/news/nation/article_862c367e-a964-11e3-b34b-001a4bcf887a.html	Bradford Era	m	d4iUFXyvNGjXWAMkIvMmmtHzTL65M	www.bradfordera.com	1394625565534
7998	Whole-Genome Scans Not Quite Ready for Widespread Use: Study	http://www.philly.com/philly/health/topics/HealthDay685689_20140311_Whole-Genome_Scans_Not_Quite_Ready_for_Widespread_Use__Study.html	Philly.com	m	d4iUFXyvNGjXWAMkIvMmmtHzTL65M	www.philly.com	1394625565823
7999	Whole-Genome Scans Not Ready for Widespread Use?	http://www.webmd.com/news/20140311/whole-genome-scans-not-quite-ready-for-widespread-use-study	WebMD	m	d4iUFXyvNGjXWAMkIvMmmtHzTL65M	www.webmd.com	1394625566030
8000	Assessing the challenges and opportunities when bringing whole-genome  ...	http://scopeblog.stanford.edu/2014/03/11/assessing-the-challenges-and-opportunities-when-bringing-whole-genome-sequencing-to-the-bedside/	Scope \(blog\)	m	d4iUFXyvNGjXWAMkIvMmmtHzTL65M	scopeblog.stanford.edu	1394625566223
8001	Challenges remain before docs use whole-genome sequencing	http://kfgo.com/news/articles/2014/mar/11/challenges-remain-before-docs-use-whole-genome-sequencing/	KFGO	m	d4iUFXyvNGjXWAMkIvMmmtHzTL65M	kfgo.com	1394625568573
8002	Whole-genome sequencing for clinical use faces many challenges, Stanford  ...	http://www.sciencecodex.com/wholegenome_sequencing_for_clinical_use_faces_many_challenges_stanford_study_finds-129480	Science Codex	m	d4iUFXyvNGjXWAMkIvMmmtHzTL65M	www.sciencecodex.com	1394625568758
8003	Whole-Genome Data Not Ready for Prime Time	http://www.medpagetoday.com/Genetics/GeneticTesting/44721	MedPage Today	m	d4iUFXyvNGjXWAMkIvMmmtHzTL65M	www.medpagetoday.com	1394625568993
8004	Technical challenges remain in genome sequencing	http://www.modernhealthcare.com/article/20140311/NEWS/303119968/technical-challenges-remain-in-genome-sequencing	ModernHealthcare.com	m	d4iUFXyvNGjXWAMkIvMmmtHzTL65M	www.modernhealthcare.com	1394625569179
8005	Senate panel approves Charlotte's Web marijuana	http://www.thefloridacurrent.com/article.cfm\?id=36795114	The Florida Current	m	dodzJjv0Hbfv4LMFzecg99HmcvNuM	www.thefloridacurrent.com	1394625710928
8006	Rival sides sound off in medical pot debate	http://www.livingstondaily.com/article/20140312/NEWS01/303120010/Rival-sides-sound-off-medical-pot-debate	Livingston Daily	m	dodzJjv0Hbfv4LMFzecg99HmcvNuM	www.livingstondaily.com	1394625711076
8007	Senate Medical Marijuana Bill Adds Muscle to HB 843	http://www.sunshinestatenews.com/story/senate-medical-marijuana-bill-adds-muscle-hb-843	Sunshine State News	m	dodzJjv0Hbfv4LMFzecg99HmcvNuM	www.sunshinestatenews.com	1394625711277
